protein_id,algorithm,time,score,checked,placed,hash
0,dfs_bnb_mpi,0.000528,-3,4,143,"[-1, -1, 2, 2, -1, -1, -2, 1, -2]"
1,dfs_bnb_mpi,0.000656,-2,3,205,"[-1, -1, 2, -1, 2, -1, -2, -2, 1]"
2,dfs_bnb_mpi,0.002819,-3,4,787,"[-1, -1, 2, 2, -1, -2, -1, -2, 1]"
3,dfs_bnb_mpi,0.001934,-4,5,505,"[-1, -2, -1, -2, -2, 1, 2, 1, 2]"
4,dfs_bnb_mpi,0.00083,-3,4,256,"[-1, -1, 2, 1, 2, 1, -2, 1, -2]"
5,dfs_bnb_mpi,0.001269,-4,5,339,"[-1, -1, -1, 2, 2, 1, 1, -2, -1]"
6,dfs_bnb_mpi,0.001198,-3,4,333,"[-1, -1, 2, 2, 2, 1, -2, -2, 1]"
7,dfs_bnb_mpi,4.1e-05,-1,2,18,"[-1, -2, 1, 1, 2, 2, 2, 2, 2]"
8,dfs_bnb_mpi,0.000734,-3,4,218,"[-1, -1, 2, -1, -1, -1, -2, 1, 1]"
9,dfs_bnb_mpi,4.8e-05,-1,2,18,"[-1, -1, 2, 2, 1, 1, -2, 1, 2]"
10,dfs_bnb_mpi,0.002088,-3,3,660,"[-1, -1, 2, 1, 2, 2, 1, -2, -2]"
11,dfs_bnb_mpi,2.2e-05,0,1,10,"[-1, -1, 2, 2, 2, 2, 2, 2, 2]"
12,dfs_bnb_mpi,2.3e-05,0,1,10,"[-1, -1, 2, 2, 2, 2, 2, 2, 2]"
13,dfs_bnb_mpi,1.8e-05,0,1,10,"[-1, -1, 2, 2, 2, 2, 2, 2, 2]"
14,dfs_bnb_mpi,3.7e-05,-1,2,16,"[-1, -1, 2, 1, 1, 2, 2, 2, 2]"
15,dfs_bnb_mpi,0.002064,-3,4,642,"[-1, -1, 2, 1, 2, 2, 1, -2, -2]"
16,dfs_bnb_mpi,0.000425,-3,4,134,"[-1, -1, 2, 1, 2, 1, 1, -2, -1]"
17,dfs_bnb_mpi,0.000188,-3,4,55,"[-1, -1, 2, 1, 1, 1, -2, -2, -1]"
18,dfs_bnb_mpi,2.8e-05,0,1,10,"[-1, -1, 2, 2, 2, 2, 2, 2, 2]"
